Category,Message,Message Traduit
ham,I know you are. Can you pls open the back?,Fantatro fa ianao. Afaka sokafy ve ny aoriana?
ham,Yes see ya not on the dot,Eny mahita anao tsy eo amin'ny teboka
ham,Whats the staff name who is taking class for us?,Iza no anaran'ny mpiasa mandray kilasy ho antsika?
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","FreeMsg Nahoana ianao no tsy namaly ny lahatsoratro? Randy aho, sexy, vehivavy ary mipetraka eo an-toerana. Luv mba hihaino anao. Netcollex Ltd 08700621170150p isaky ny valin'ny hafatra Atsaharo hatramin'ny farany"
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,Ummma.dia hiantso aorian'ny fisavana.Ny fiainanay dia manomboka any qatar ka mivavaha mafy.
ham,K..i deleted my contact that why?,K..fafako ny contact-ko fa nahoana?
ham,Sindu got job in birla soft ..,Nahazo asa tao amin'ny birlasoft i Sindu..
ham,The wine is flowing and i'm i have nevering..,Mikoriana ny divay ary tsy manana aho..
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,"Eny, tiako ny cine fa tsy mila 2 midina 2 plaza mah."
ham,Ok... Ur typical reply...,Ok... valiny mahazatra anao...
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,Araka ny fangatahanao 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' dia napetraka ho antso an-tariby ho an'ny mpiantso rehetra. Tsindrio *9 raha handika ny namanao Callertune
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Maloto eny rehetra eny ianao, eny amin'ny tany, ny varavarankely, eny fa na dia eo amin'ny lobako aza. Ary indraindray rehefa manokatra ny vavako aho dia ianao ihany no mivoaka. Manonofy ny tontoloko tsy misy anao aho, dia lasa ny antsasaky ny raharahako. Fotoam-pifaliana ho ahy, fandaharana amin'ny fahitalavitra maro no ho hitako. Saingy heveriko fa ny zavatra rehetra dia tsy maintsy misy ianao, toy ny orana, ny havandra ary ny zavona, ary rehefa tapitra ny fotoako eto dia lasa iray aho sy ianao."
ham,Aaooooright are you at work?,Aoooooright any am-piasana ve ianao?
ham,I'm leaving my house now...,Hivoaka ny tranoko aho izao...
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",Salama ry malalako. Manao inona ianao? Tonga tamin'io tafatafa io ve ianao androany? Faly ve ianao? Zazalahy tsara ve ianao? Mieritreritra ahy ve ianao? Malahelo ahy ve ianao?
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Fanambarana momba ny serivisy mpanjifa. Misy fanaterana Taombaovao miandry anao. Azafady antsoy ny 07046744435 izao handaminana ny livraison
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Mpandresy ianao Nofantenana manokana 2 mahazo vola £1000 na fialan-tsasatra 4* (flights inc) miresaka amin'ny mpandraharaha mivantana 2 miantso 0871277810810
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Arovy ny tenanao ho ahy fa mila anao aho ary malahelo anao sahady aho ary mitsiriritra izay rehetra mahita anao amin'ny tena fiainana
ham,New car and house for my parents.:)i have only new job in hand:),Fiara sy trano vaovao ho an'ny ray aman-dreniko. :)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,Tena tia anao aho. Faly aho isan'andro miaraka aminao. Mampifaly ahy ianao.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) dia manasa anao ho namany. Valio ENY-434 na TSIA-434 Jereo izy: www.SMS.ac/u/bootydelious STOP? Alefaso ny STOP FRND amin'ny 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",BangBabes Efa an-dalana ny baikonao. TOKONY hahazo serivisy Msg 2 misintona votoaty UR ianao. Raha tsy manao izany ianao dia mandehana mankany amin'ny wap. bangb. TV ao amin'ny menu UR mobile internet/service
ham,I place all ur points on e cultures module already.,Apetrako ao amin'ny modules cultures daholo ny hevitrao rehetra.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,MAIKA! Miezaka mifandray aminao izahay. Ny fisarihana ny faran'ny herinandro lasa teo dia mampiseho fa nahazo loka £900 GARANTIE ianao. Antsoy ny 09061701939. Kaody fitakiana S89. 12 ora ihany no manankery
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Salama namana, inona no fomba tsara indrindra hialana amin'ny tsy fifankahazoana amin'ny olon-tiana?"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,Fandosirana lehibe. Tiako ny tetezana fa mila lager azy. Hitanareo tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,Eny :) tena tsy amin'ny endriny mihitsy :)clark koa dia manao fako.
ham,"Sir, I need AXIS BANK account no and bank address.","Tompoko, mila laharana AXIS BANK sy adiresy banky aho."
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","Hmmm.. Azo antoka fa manam-potoana hitsambikina ... Eny, afaka mandeha 4 maimaim-poana ..."
ham,What time you coming down later?,Amin'ny firy ianao no hidina any aoriana?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","Helo ra, tsy mino ianao fa nanadino ny anarako Mr. Manome toro-hevitra ho anao aho, ny teny espaniola ary manomboka amin'ny m..."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Eny, hovitako ny fandroana izao. Mirary soa...tsara alina."
ham,Let me know when you've got the money so carlos can make the call,Ampahafantaro ahy rehefa azonao ny vola mba ahafahan'i carlos miantso
ham,U still going to the mall?,Mbola mandeha any amin'ny toeram-pivarotana ve ianao?
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Toa mijanona mandritra ny fampisehoana manontolo ny namako ary tsy hiverina mandra-pahatongan'ny ~ <#> , koa aza misalasala mifoka sigara izay mendrika $ <#>"
ham,Text her. If she doesnt reply let me know so i can have her log in,SMS azy. Raha tsy mamaly izy dia ampahafantaro ahy mba hahazoako miditra aminy
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Salama! Vao avy niresaka tamin'i MANEESHA V ianao. Tianay ho fantatra raha afa-po tamin'ny traikefa ianao. Valio maimaim-poana amin'ny Eny na Tsia.
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,Nampiakatra ny fanantenako tamin'ny fanolorana vola ianao. sahirana aho. Indrindra fa rehefa manakaiky ny faran'ny volana ka mandratra ny fianarako. Na izany na tsy izany dia manana faran'ny herinandro gr8 ianao
ham,Lol no. U can trust me.,Lol no. Afaka matoky ahy ianao.
ham,ok. I am a gentleman and will treat you with dignity and respect.,ok. Tompokolahy aho ary hitondra anao amim-pahamendrehana sy fanajana.
ham,"He will, you guys close?","Izy, ry zalahy akaiky?"
ham,Going on nothing great.bye,Tsy mandeha na inona na inona lehibe.bye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,Salama tsara tarehy! Hitanao ve izany asa izany? Tsy kamo? Miasa mba hamerenana ny harato ho an'i Neny? Aiza ny boytoy-ko izao? Malahelo ahy ve izy?
ham,"Haha awesome, be there in a minute","Haha mahafinaritra, tongava ao anatin'ny iray minitra"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Azafady, antsoy ny solontenan'ny serivisy mpanjifa amin'ny FREEPHONE 0808 145 4742 eo anelanelan'ny 9 ora maraina ka hatramin'ny 11 ora alina satria nahazo ny loka azo antoka £1000 na £5000 ianao!"
ham,Have you got Xmas radio times. If not i will get it now,Efa nahazo radio Xmas ve ianao. Raha tsy izany dia ho azoko izao
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,Tonga tany an-trano aho. Mandeha mandro aloha aho. Fa ny rahavaviko mampiasa net teneno anao rehefa vita ny k...
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Tena miavaka ve ianao? Fantaro ny 30 aogositra. www.areyounique.co.uk
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,Miala tsiny aho. Niditra tao amin'ny ligin'ny olona tsy mifandray aho. Tena zava-dehibe amiko ianao. Namana foana ianao na dia amin'ny vidiny manokana aza. Mirary herinandro mahafinaritra.|
ham,Hi :)finally i completed the course:),Salama :) nahavita ny fianarana ihany aho :)
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,"Hijanona ho azy izany. Na izany aza, manoro hevitra aho fa hijanona amin'ny olona iray izay afaka manome na isaky ny seza."
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Ahoana ny fahasalamana? Manantena aho fa nilamina tamin'ny taom-pianarana vaovao ianao. Mirary anao gr8 andro fotsiny
ham,Gud mrng dear hav a nice day,Mirary tontolo andro mahafinaritra ry malala
ham,Did u got that persons story,Nahazo izany tantaran'olona izany ve ianao
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,maty ve ny hamster-nao? Hey ka rahampitso dia hihaona aminao aho amin'ny 1 ora tolakandro orchard mrt?
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,"Salama Kate, manao ahoana ny takarivanao? Manantena aho fa hahita anao rahampitso kely fa tsy maintsy ho babyjontet ra! Txt miverina raha azonao atao. :) xxx"
ham,"Found it, ENC  &lt;#&gt; , where you at?","Hitanao, ENC <#> , aiza ianao?"
ham,I sent you  &lt;#&gt;  bucks,Nandefa vola <#> anao aho
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,Salama darlin efa nahavita ny oniversite aho izao ka andefaso hafatra aho rehefa vita ianao raha afaka mitia an'i Kate xxx ianao
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Nofenoina soa aman-tsara tamin'ny INR <DECIMAL> ny kaontinao. Rs <DECIMAL> ny fifandanjanao ao amin'ny kaontinao KeralaCircle. Ny ID ny Transaction dia KR <#> .
ham,Goodmorning sleeping ga.,Salama matory ga.
ham,U call me alter at 11 ok.,Antsoinao hoe alter aho amin'ny 11 ok.
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,Lazao aho mandra-pahatongan'izany dia tsy afaka mividy ericsson oso aho ...
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Rehefa niditra tao amin'ny efitranoko aho dia niteny ny PA-ko hoe, '' Happy B'day Boss !!''. Nahatsiaro ho niavaka aho. Nanontany ahy 4 sakafo atoandro izy. Taorian'ny sakafo antoandro dia nanasa ahy ho any amin'ny tranony izy. Nandeha tany izahay."
ham,"Aight yo, dats straight dogg","Eny, marina izany"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,Azafady mba omeo fifandraisana izahay anio alohan'ny <DECIMAL> na hamerina ny faktiora
ham,Both :) i shoot big loads so get ready!,Samy :) mitifitra entana be aho ka miomàna!
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","Manao ahoana ry bruv, manantena fa nisy fiatoana tsara. Manana semester mahafa-po."
ham,Home so we can always chat,Ao an-trano mba hifampiresaka foana
ham,K:)k:)good:)study well.,K:)k:)tsara:)mianara tsara.
ham,Yup... How ü noe leh...,Eny... Ahoana noe leh...
ham,Sounds great! Are you home now?,Tsara ny feo! Mody ve ianao izao?
ham,Finally the match heading towards draw as your prediction.,Farany ny lalao dia mizotra mankany amin'ny fisarihana araka ny vinavinao.
ham,Tired. I haven't slept well the past few nights.,Reraka. Tsy natory tsara aho ny alina lasa izay.
ham,Easy ah?sen got selected means its good..,Mora ah?sen voafantina midika fa tsara..
ham,I have to take exam with march 3,Tsy maintsy manao fanadinana amin'ny 3 martsa aho
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,Eny tokony. Heveriko fa azonao ampiasaina izao ny gt atm anao hisoratra anarana. Tsy azoko antoka fa raha misy izany dia afaka manampy ahy aho. Fa rehefa manao izany ianao dia ataovy izay hahazoana antoka fa vonona ianao.
ham,Ok no prob. Take ur time.,Ok tsy misy olana. Ataovy miadana.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Misy os antsoina hoe ubandu izay mandeha tsy misy fametrahana ao anaty kapila mafy...azonao ampiasaina io os io handikana ny rakitra manan-danja ao amin'ny rafitra ary omenao any amin'ny trano fanamboarana..
ham,"Sorry, I'll call later",Miala tsiny fa hiantso aho rehefa avy eo
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,Hoy ianao leh... Mazava ho azy fa tsy misy zavatra mitranga lar. Tsy miteny v romantika jus kely ihany lor. Heveriko fa tsy dia tsara loatra ny toerana misy azy.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 finday vaovao nanomboka tamin'ny 2004, TSY MAINTSY MANDEHA! Txt: NOKIA mankany amin'ny No: 89545 & angony ny anao anio! Manomboka amin'ny £1 IHANY www.4-tc.biz 2safidy 087187262701.50gbp/mtmsg18"
ham,Would really appreciate if you call me. Just need someone to talk to.,Tena mankasitraka raha miantso ahy ianao. Mila olona hiresahana fotsiny.
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Hihaona tsy ho ela amin'ilay olon-tianao ve ianao? Manomboka manidina ve ny asanao amin'ny 2? 2 fantaro maimaim-poana, soraty HORO arahin'ny famantarana ny kintanao, e. g. HORO ARIES"
ham,Hey company elama po mudyadhu.,"Hey orinasa, aza manahy."
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","Hentitra kokoa noho ny mpampianatra ny fiainana... Bcoz Mampianatra lesona ny mpampianatra ary avy eo manao fanadinana, Fa ny Fiainana aloha no manao fanadinana ary avy eo mampianatra lesona. Mirary maraina sambatra. . ."
ham,Dear good morning now only i am up,Salama tsara izao vao nifoha aho
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Midina ao gandhipuram ary mandehana mankany amin'ny lalana tapaka. Amin'ny ilany havanana <#> arabe ary mivilia miankavanana voalohany.
ham,Dear we are going to our rubber place,"Ry malala, ho any amin'ny toerana fingotra izahay"
ham,"Sorry battery died, yeah I'm here","Miala tsiny fa maty ny bateria, eny, eto aho"
